,rapper,verse,num_misogyny,misogyny_label
54,Isaiah Rashad,"Yeah, Goddamn, feel like I'm Brad Jordan Goddamn, my man, feel like I'm Brad Jordan Scarface somethin', like I'm Brad Jordan Feel like I'm the fuckin', feel like I'm Brad Jordan Two dopeboys in a busted-ass rental In Houston, OPM on them pussy ass niggas Feel like I'm Brad, Jordan Two dopeboys in a busted-ass rental ",FALSE,Nonmisogynistic
57,CunninLynguists,"So come on down, show and tell with some southern belles Tricks with treats you don't keep in a pumpkin pail Hospitality? we treat our company well From Kentucky bales of hay way down to Florida shales Gals with chunky tails, lookin' like something swell Niggas and negrelles smoked out on country trails You try and visit actin' ignant and startin' hell Your trip'll last about as long as the XFL Here, the weather's hot Streets? we keep em blocked Mardi gras in every spot like we live in a land without some clocks From them Virginia docks, to Mississippi crops Swing through Atlanta where them switches be liftin' shocks So please leave all trash in the Herbie-Curby Welcome to the dirty dirty, home of them purdy-girlies Birdies ready for flight, dawgs ready to bite The southern south-paw, but everything is all-right ",FALSE,Nonmisogynistic
3,Action Bronson,"I hope you get a paper cut on your tongue From a razor in a paper cup I hope every soda you drink already shaken up I hope your dreams dry like raisins in the baking sun I hope your titties all saggy in your early 20's I hope there's always snow in your driveway I hope you never get off Fridays And you work at a Friday's that's always busy on Fridays I hope you win the lottery and lose your ticket I hope it's Ben and Socrates poop all up in your kitchen I hope the zipper on your jacket get stuck And your headphones short, and your charger don't work And you spill shit on your shirt I hope your tears don't hurt, and I can smile in your face Cut my losses, how Delilah changed my locks to a fade I hope you happy, I hope you happy I hope you ruined this shit for a reason, I hope you happy (igh!)",FALSE,Nonmisogynistic
106,Common,"The life we lead, will always lead us And we pray that he, will never leave us It's the price we pay, I guess that's the reason Why my grandma sang, we all need Jesus  Misunderstood, don't let me be, misunderstood Misunderstood, don't let me be, misunderstood I'm just human So we made it to this same end of the road And we picked up lots of chicks and pots of gold How I made it out with my soul ",FALSE,Nonmisogynistic
44,Bas,I'm here with you I'm here with you I'm here with you ,FALSE,Nonmisogynistic
39,Jay-z,"See, I'm a poet to some, a regular modern-day Shakespeare Jesus Christ, the king of these Latter-day Saints here To shatter the picture in which of that as they paint me as A monger of hate, satanist, scatter-brained atheist But that ain't the case, see, it's a matter of taste We as a people decide if Shady's as bad as they say he is Or is he the latter, a gateway to escape? Media scapegoat who they can be mad at today See, it's as easy as cake, simple as whistlin' Dixie While I'm wavin' the pistol at sixty Christians against me Go to war with the Mormons, take a bath with the Catholics In holy water, no wonder they tried to hold me under longer I'm a motherfuckin' spiteful, delightful eyeful The new Ice Cube, motherfuckers hate to like you What did I do? I'm just a kid from the gutter Makin' his butter off these bloodsuckers, ‰€˜cause I'm a muh'fuckin'‰€” ",FALSE,Nonmisogynistic
27,Immortal Technique,"You know my CEO, corporate steeze, please Overthrow governments overseas in a breeze Politicians in my pockets for a few hundred G's So if I'm ever in court, my assets'll never freeze ",FALSE,Nonmisogynistic
81,Action Bronson,"The eyes slanted from the origami, I roll a quarter of the water Near the border, where you oughta find me The Tamborine Man pumping while the Tyson burning Air Tech Challenge, clay court, checks balance Stay endorsing that weak shit, my team spit That mean shit, like stepping in some fiend's shit Now you sick to your stomach because you stunted Word got fronted, another motherfucking jerk confronted Post pattern, Lonnie threw the loaf at 'em Flushing, motherfucker, keep a toast up by the gold Saturn Little doulas on the block we tell 'em ""go stab 'em"" Relieve him of his shoes, it's easier to toe tag 'em' Carhartt sets and Horseys like the Preakness Bronson love a freak bitch, dining on that Greek dish That's the a-hole, all my people AWOL Cash inside the case and now the judges want to play ball Since the last time I seen you boo I been around the world Drugs is gettin' twirled, while driving something absurd Something you never seen, gold and forest green Leanin', growl like a demon, the tires smoking when I'm leaving Playing poker on the river boat Hid the ace long rifle in my bitch's coat Flip off the balcony, knife to the throat, ice in the coke Coke on the table, wild n' out in Roanoke Hall & Oates we at the benefit for wild owls They had the freshwater bass served five styles Flix with Ellen DeGeneres rockin' Perry Ellis Been a degenerate cutting ribbons with senators Knock on my door with balloons and that big check I'm not surprised though still dippin the 5-0 It's all about survival, me and Supplies man alive on arrival",TRUE,Misogynistic
82,J Cole,"Long live the idols, may they never be your rivals 'Pac was like Jesus, Nas wrote the Bible Now what you're 'bout to hear's a tale of glory and sin No I.D. my mentor, now let the story begin ",FALSE,Nonmisogynistic
35,Jay-z,"It ain't hard to tell, I'm the new Jean Michel Surrounded by Warhols, my whole team ball Twin Bugattis outside the Art Basel I just wanna live life colossal Leonardo Da Vinci flows Riccardo Tisci Givenchy clothes See me throning at the Met Vogueing on these niggas, champagne on my breath, yes House like the Louvre or the Tate Modern Cause I be going ape at the auction Oh what a feeling, aw, fuck it, I want a trillion Sleeping every night next to Mona Lisa The modern day version with better features Yellow Basquiat in my kitchen corner Go 'head, lean on that shit Blue, you own it ",FALSE,Nonmisogynistic
85,Immortal Technique,"""It's liberty or it's death It's freedom for everybody or it's freedom for nobody!"" (Hook) No matter what the fuck life throws at me I continue to make it through indefinitely Immortal Technique defeats the odds repetitively Until there ain't shit ahead of me competitively Surviving the tough times is imperative to me Looking at the whole world revolutionarily ",FALSE,Nonmisogynistic
126,Joey Bada,"How is Hip-Hop dead? I'm still makin' a killin' Banana clip peelin' and ho's I'm still stealin' This is not for the soda pop niggas Take me to the leader of the new school or the block dealas Cause all these fakes mcs take from those figures Is what get fake MC's infront of loose triggers Can't knock the hustle though, I may just bust a jigga And lookin' through my eyes, you can kinda get the picture Mo money mo problems as you get notorious, inglorious, until you're a big Victorious, no show Only way you get to see the kid is through a photo Or  branded up logos, and the females come out at night And when they find the pot a gold they strike, seducing me? Wait y-y-yeah, you nice on the mic, yeah yeah, you lookin' right Yeah, you just my type, yo (Bitch, don't get me tight!) Her friend split and dipped, damn I should've seen this I'm in a boobie trap and thats some clever ass cleavage Well, I think with my dick, I know you want to blow my mind for that reason She said ""You got clever speaking"" And after I'm done, I still got it leaking I dipped off ‰€˜cause knowledge a nigga is still seekin' What you lookin' at son? I might rob you blind Defined by every line, niggas tryin' to outshine We‰€™re both number one enemies, it‰€™s sad though One on one, and it takes two niggas to tango Two niggas to tango Watch me go Rambo ",TRUE,Misogynistic
30,Bas,"Rolling down the slippery slope, stay on point I tippy toe it Won't you smile it gives me hope Pray that you forgive me for it Rolling down the slippery slope, stay on point I tippy toe it Won't you smile it gives me hope Pray that you forgive me for it ",FALSE,Nonmisogynistic
82,Nas,"Chill, chill! That's the shit, God, chill ",FALSE,Nonmisogynistic
55,Action Bronson,"Why's it feel like my life is moving fast, yo? Get your own, don't worry about my cash flow I need a chick to hide the hammer in her asshole I need that first class dough(x2)",FALSE,Nonmisogynistic
53,Eminem,"Love, love, love, love L-l, l-l-l-love Love, love Love, love, love Don't hurt me Don't hurt me no more Young Money, yeah No more Love ",FALSE,Nonmisogynistic
50,Montana of 300,"Savage with a dollar sign, cause I'm runnin' up a check But when I shoot, bang bang, nothin' but the net 30 in the clip and it got one up in the net I'm aiming at you turnin' up, television set Pull up on your block, tinted windows, black paint They sayin', ""Who's that"" like I'm playin' for the Saints Come up with my jacket, double breasted, Max Payne Finna kill a brother like I'm Abel and Kain Smoke 'em like some Jane All black like Bruce Wayne Then I take off like a plane His homie said look out, like a window when it bang These shots got no fatigue, it's too late, it hit his brain Homie tried to run, no synonym, yeah he get the same I blow like Cain, caught him with the range, left him by his range I probably hit his main, then I rock the shirt, say I feel the same Shorty it's not a game, shoot him like a picture, put him in a frame",FALSE,Nonmisogynistic
40,J Cole,Don't follow me Don't follow me Don't follow me Don't follow me ,FALSE,Nonmisogynistic
37,Earl Sweatshirt,"I sit in thought 'til the flow is right Then throw some D on all available open mics Smoke it right proposing these niggas over Wipe more because I normally toilet bowl with a broken pipe Shit, the former soloist who flow was sick The token sober kid stressed so the role was switched Now Four Lokos down the hole and a loaded spliff Look who‰€™s as useless as a broken wrist when tryna open shit Nigga cold is what you need to keep the poultry in Resulting in me rolling slick as bottom of the bowling kicks Early man, you posers know me as the troll throwing moldy Donut holes at your grody ho from his cronies' whip Eating like the kids when you take ‰€˜em off Ritalin Throwing temper tantrums at the window of your whip again Sweeping up the glass to use it as a garnish over Tracks damaged like the leg he limping to the barn with Chickenshits Temper 'bout as thick as tips of pencils is, missiles to the picket fence Who spit as good fingerlickin‰€™ bitch Bet it's thirty-six fish netted like the hook was inefficient Welcome back to class, bitch, grab on to your glasses Odd Future leaving even niggas in past tense Style is patent, the measures is drastic Either that or they 4:4, some call them fantastic She called me fantastic, I called her a fat bitch Still kill the pussy, put the cat in a casket The funeral service was fucking worthless, so I said a couple words at it Didn't know her but I'm confirming that she sure gurgled dick The Odd nigga with a spoon in your Danimals As hungry as a cannibal, trapped in a van of cantaloupes Harder than granite, hoes know I'm coming With the grand force of Van Damme's fist in a damn cannon, so Fans catch us on Animal Planet, tracking hoes And attacking faster than foes can change the channel, whoa My dick hates sweaters so she jack it slow The aftermath proves to be smoother than hair relaxer, no",TRUE,Misogynistic
52,Earl Sweatshirt,I've been tryna tell a different story Find balance and I'm tippin' off And tell grandma I be with her shortly I won't panic when they send her for me Cause I ain't got time for feelin' sorry I gotta be on point when duty call And I'm prolly the worst nigga to get involved with These shoulders is not for you to sniffle on ,FALSE,Nonmisogynistic
58,Mac Miller,"Life move fast but my baby keep it slow Open up your mind start forgetting what you know Shit ain't been the same since you left me here alone You hurt so good, girl your loving hurt so good ",FALSE,Nonmisogynistic
79,NF,"I'm the type to rent a hotel room just to feel at home I'm the type to rent a hotel room just to be alone (yeah) I got an issue with people pretending they like what they don't Please don't bring up my issues unless you gon' deal with your own Please don't try to pretend like you keep it real, though Yeah it's funny that you got a lotta money But that money doesn't buy you skills, though I don't care if I am on the billboards On a killing spree, I'm about to kill more Got a chain on you paid a mill' for I mean what you people even live for? I write raps, you steal yours, oh Lord (haha) We just getting warmed up Yeah, I said I was coming, I warned you So close to the fans I feel like they ride on my tour bus You wanna know what I do in my downtime? They come to my fortress I apologize for all the corpses It's a mess right now But I haven't had time to put the rappers in the coffins We ain't talked in like six years Why you writing me now? I just turned 100k down Just to keep the brand looking right, now (that's real) I ain't bragging about the money I'm just saying I ain't controlled by the bank account Or the bank amounts I'm a business man But don't touch my money I don't play around, woo! Lights out when the mic's out About to hit the West Coast Hype crowds I just put a record out What you think I'm gonna pipe down? Nah, I've been looking for a beat Look what I found, woo! I mean everything is coming out of my mouth Tried to tell me, yeah, I ain't had the right sound Oh yeah? Well Tell me what you think now Two records in the bag, I ain't done though What's coming next year? Let me hear the drum roll Don't flow Anybody wanna be the one to make an issue out of nothing? Imma hit you with my iPhone I know I'm a little out of hand now I ain't looking for a handout You ain't like what I was doing last year Which is funny 'cause you lookin' like a fan now Are you a fan now? I kinda miss being broke Now let me go back to my old days When I used to walk into high school And hand out my CD in hallways I told all my teachers that I'd be a rapper They smiled and looked at me, ""Okay, that's a pretty nice dream, but you better get a real job."" Mmm, no way Yeah, I live what you dreamin' I could do this while I'm sleepin' I ain't the type that will bring up your name for nothing But please, don't give me a reason I'm on the edge now, I ain't playin' with you Never really been a fan of takin' pictures I'm just being honest, yeah, I'll take it with you Shows sellin' out, better get your tickets, oh Lord! I got a love for the fans I can't express what it feels like Sometimes I wonder if it's even real life Sometimes I look at the past and think about how I got here in the first place You know the glove is my birthplace I don't wanna be rude But I could get you on my worst days Say nothing for me Do it all the time Yeah they barely workin' while I'm workin' overtime Last year they like, ""Who am I?"" Now this year they like, ""You the guy."" Here's a little something for your car rides If they said I fell off, they all lied Yeah, you know the logo Better recognize Yeah it's Real Music 'til the day we die Yah! Wait, wait, wait Don't leave me Wait, wait, wait Don't leave me Where you going? Where you going? Why you leaving? (Wait) I can't lose you, I can't lose you Girl I need You Girl I need You (Wait) And don't you love me? Don't you love me? Guess you don't want me, you don't want me (Wait) We back and forth, yeah, this ain't working, this ain't working Love ain't perfect, love ain't perfect",FALSE,Nonmisogynistic
19,Mac Miller,"You can't fight the feeling, feeling You can't fight the feeling, no I told you it won't stop cause You can't fight the feeling, feeling You can't fight the feeling, no ",FALSE,Nonmisogynistic
141,Drake,"Niggas keep reachin' and dissin' Can't afford mistakes, not on this end Make me call my bros for assistance You gon' make me call my bros for assistance Niggas keep reachin' and dissin' Put me in a fucked-up position Make me call my bros for assistance Make me call my bro, don't Stop, stop, stop... Fuck niggas gon' be fuck niggas That‰€™s why we never give a fuck when a fuck nigga switched up I‰€™m so sorry Did you hope I was crying? It was rough without you It was rough without you ",FALSE,Nonmisogynistic
35,NF,"Don't tell me that this isn't real Don't tell me this ain't how I feel This is all I have, all I have Don't tell me that this isn't real Don't tell me this ain't how I feel This is all I have, all I have Don't tell me that this isn't real Don't tell me this ain't how I feel This is all I have, all I have All I have Don't tell me that this isn't real (this isn't real, this isn't real) This is all that I have, this is all that I have Started with phone conversations and I Flew out to see you, it's raining outside We sat by the water and talked about life Oh Said you lost your dad, girl I know how that feels I lost my mom, tryna deal with that still I guess we connect on our hatred for pills It's real ",FALSE,Nonmisogynistic
94,Deniro Farrar,"Don't work in the city, it's dry Jackin' you niggas supply Robbin' niggas on the low, sellin' that shit for the high I'm frontin' whatever you buy Just bring me my piece of the pie You rappin', I'm trappin', no lie You niggas ain't fuckin' with I When I first met the bitch, she was shy Now she be whippin' them pies 30 rounds in my full fire You cross on the mic, you gon' die My niggas be flippin' and weighin' the coke Niggas be drainin' from sniffin' the coke Got a bad habit (?) show Step on the world like I'm killin' a roach Learn how to whip you can never go broke Straight off the boat and we get it in bulk Pounds of the lot, and got bands in the (?) Heard that you got it, we comin' to get it Chasin' that money, you chasin' these bitches (?), you cover all of my dishes Pounds of the loat, and got bands in the (?) We heard that they got it, we comin' to get it",TRUE,Misogynistic
8,Jay-z,"Deeper than words, beyond right Die for your love, beyond life Sweet as a Jesus piece, beyond ice Blind me baby with your neon lights Ray Bans on, police in sight Oh, what a beautiful death, let's both wear white If you go to heaven and they bring me to hell Just sneak out and meet me, bring a box of L's She fell in love with the bad guy, the bad guy What you doing with them rap guys, them rap guys They ain't see potential in me girl, but you see it If it's me and you against the world, then so be it ",FALSE,Nonmisogynistic
132,Childish Gambino,"(Don't take my baby boy) There was a time before you And there will be a time after you (Don't take my pride and joy) Though these bodies are not our own Walk tall, little one, walk tall (I hope I stay close) (Don't take my baby boy) (Don't take my pride and joy) Let me hold you, let me hold you (I hope I stay close) Can I hold you? One love You can let it out You can let it out You can let it out, cause I shoulda known, shoulda known I shoulda known, shoulda known One love You can let it out You can let it out You can let it out, cause I shoulda known, shoulda known I shoulda known, shoulda known ",FALSE,Nonmisogynistic
47,A$AP Ant,"All fun and game til somebody get dropped Tryna' take my niggas off that block Gettin' dope money, gettin' shows for the bread  wanna put it, put it right in my head Boutta' have a  in my life through a kid Free my nigga  that's throwin' the bed Came a long way from smokin' the  Look at the cup, see the lean that's purple Look at the percs of the pill that's pink Cruisin' in traffic, blowin' on dank  on three drugs at one time Cruisin' the traffic, duckin' one time Better get some money, fuck door crimes Speaking my music from my rhymes Pops always told me you gotta have a grind (x2)",FALSE,Nonmisogynistic
139,Common,"I remember she sit there with her thickness Never played a game but I heard about them sisters A wise mister said love is ""gonna get'cha"" But that ain't what I read in the scriptures, God be with us It was hard for me to take down the pictures I was tripping, I even called her sister I could be someone you could talk to, each and every day But you were 'bout to marry, be on your merry way I'm singing through the pain like I was Mary J Cause we break up to make up like Mary Kay Rumors leaving tumors on my heart now We fell in love huh just to fall apart now I get your calls and I try to disregard now What was easy for us now is hard now Huh? Who do it better, we used to move together Now we not together, is this our new forever? ",FALSE,Nonmisogynistic
89,Eminem,"You walked out, I almost died It was almost a homicide That you caused, ‰€˜cause I was so traumatized Felt like I was in for a long bus ride I'd rather die than you not be by my side Can't count how many times I vomited, cried Go to my room, turn the radio on and hide Thought we were Bonnie and Clyde Nah, on the inside you were Jekyll and Hyde I felt like my whole relationship with you was a lie It was you and I, why did I think it was ride or die? ‰€˜Cause if you coulda took my life you woulda It's like you put a knife through my chest And pushed it right through to the Other side of my back and stuck a spike too, shoulda Put up more of a fight, but I couldn't At the time, no one could hurt me like you coulda Take you back now, what's the likelihood of that? Bite me, bitch, chew on a nineteen footer! ‰€˜Cause this morning I finally stood up Held my chin up, finally showed a sign of life in me for the First time since you left me And left me with nothin' but shattered dreams And the life we coulda had and we coulda been But I'm breakin' out of this slump I'm in Pullin' myself out of the dumps once again I'm gettin' up once and for all ‰€“ fuck this shit! I'ma be late for the pity party But you're never gonna beat me to the fuckin' punch again Took it on the chin like a champ So don't lump me in with them chump-ions I'm done bein' your punching bag It was the November 31st today Woulda been our anniversary Two years, but you left on the 1st of May I wrote it on a calendar, was gonna call But couldn't think of the words to say But they came to me just now, so I put 'em in a verse to lay",TRUE,Misogynistic
51,Bas,"Every day, everyday, everyday, everyday I been chasing the truth But oooh I've been waiting for you Ooooh I've been waiting for you ",FALSE,Nonmisogynistic
9,Immortal Technique,"This is the point of no return, nigga, you better believe this Mary Magdalene givin' birth to the children of Jesus The evolution of the world, bloody and dramatic Human beings killin' monkeys to conquer the planet The kingdoms of Africa and Mesopotamia Machine-gunnin' your body with depleted uranium This is the age of microchips and titanium The dark side of the Moon and contact with aliens I started out like Australians: criminal-minded Broke into Hell, tore it down, and built a city behind it Southpaw, murderous methodology, nigga Remember that I'm just a man, don't follow me, nigga 'Cause once you past the point, you can never go home You've got to face the possibility of dyin' alone So tell me, motherfucker, how could you die for the throne When you don't even got the fuckin' heart to die for your own? It rains acid, one day the Earth will cry from a stone And you'll be lookin' at the world, livin' inside of a dome Computerized humanity livin' inside of a clone This is the place where the unknown is livin' and real Wormwood to Planet X and the Seventh Seal Universal truth is not measured in mass appeal This is the last time that I kneel and pray to the sky 'Cause almost everything that I was ever told was a lie ",FALSE,Nonmisogynistic
177,J Cole,"Hell yeah boy, I'm a goddamn millionaire now Hell yeah, nigga, they can't tell me shit now, bro, hell no, fuck that Bitch, got my first motherfuckin' million dollar check nigga I'm goddamn lit boy, you crazy as hell Hold up, it's my phone real quick, it's my Unc' Uncle Sam and shit ""What's up Unc'? Yup. Hey, I told you that check was coming in, I gotchu when it came in. Goddamn, I'm a man of my word. Goddamn, I told you I'ma have it, and goddamn, I'ma have it for you. Hell, shit, damn right. Now, how much was it though? Uh huh. Huh? Half? Half nigga? You crazy, boy, you crazy. Bitch, you crazy as fuck. Bitch, bitch, you better suck half my dick! ",TRUE,Misogynistic
46,Tyler The Creator,"For your boy I'm tryna cop the new McLaren With the vertical doors I'm watchin' Freak and Geeks Got a trampoline in my room, damn ",FALSE,Nonmisogynistic
34,Deniro Farrar,"They said I wouldn't be shit Now I'm the shit, nigga check this out Pull off with your bitch like skrrt Then skeet off in that bitch mouth What goes around comes around Be cautious what you dish out Used to have that work back in the day But I'm legit now  ",TRUE,Misogynistic
65,Nas,"Bye baby, I guess you know why I had to leave Seven months in your pregnancy, 'bout to have my seed Let's take it back some years, rewind it to the happy years You and your Star Trak fam, I'm thinking you cats are weird Same time, different year, I was digging y'all flow Then I tatted you on my arm so niggas would know I thought no one could stop us, matching gold watches I was your Johnny Depp, you was my Janis Joplin Yet the cuter version, yet I knew you personally Better than you knew yourself ‰€“ and I knew this for certain Crib in the Dominican, you got away from everybody You screaming at the racist cops in Miami was probably The highlight of my life, like ""Ha, yo, look at my wife!"" Gangsta, me and 20 cops 'bout to fight, crazy night Bailed you out, next morning we got clean Like it never happened, and later we at that Heat game Just another day in the life of two people in love But it wasn't enough, so baby, guess what...",FALSE,Nonmisogynistic
108,Royce Da 59,"I despise rapping niggas Y'all niggas fly private, I come sky jack you niggas You disrespect me, I'll get on board with three Ks out And go to your PJ's pilot Tell him I need those jet's keys like I'm DJ Khaled Seems like every artist out there snorting coke and smoking base I just opened up the briefcase and dumped out the contents To close up an open case If my soul shall rise then I'ma lift the hood up like Tray Martin I'm a clapper, they targets They trappers, I'm a convict slash escape artist ",FALSE,Nonmisogynistic
88,Kanye West,"Let the champagne splash, let that man get cash Let that man get past He don't even stop to get gas If he can move through the rumors, he can drive off of fumes 'cause How he move in a room full of no's? How he stay faithful in a room full of hoes? Must be the pharaohs, he in tune with his soul So when he buried in a tomb full of gold Treasure, what's your pleasure? Life is a, UH, depending how you dress her So if the Devil wear Prada, Adam Eve wear nada I'm in between but way more fresher With way less effort, 'cause when you try hard That's when you die hard Your homies looking like why God When they reminisce over you, my God ",FALSE,Nonmisogynistic
,Pusha-T,"I hope you betting on the sleeper It all started on a beeper   Now they asking for the feature Till I'm steppin' out the bleachers Drug money kicked around like it   s FIFA I hope you betting on the sleeper It all started on a beeper   Now they asking for the feature Till I'm steppin' out the bleachers Drug money kicked around like it   s FIFA I hope you pussy muthafuckas die Wish death upon they soul until they burnin' in a fire I'm the illest mothafucka breathin', fuck yo rhyme or yo reason Fucking over yo issues, it's kill-a-ho-nigga season I made my way, way, I found my road, road Bar-arada-da, I made my own, ho YUGHHH , you ain   t ever have shit local nigga? Woo, how the fuck I owe you local niggas? I   m a global nigga, Champs-  lys  es shopper Looked up to Eric B and dope dealer, chain rockers Where was you when I was bleeding Disappointed and battling my demons I just want to ride Italian leather, acting like you don   t know me Euro designer palace, fuck my bitch on Missoni And I feel",TRUE,Misogynistic
,A$AP Rocky,"Young niggas mayne, young nigga out here Niggas staying in the trap, nigga Niggas mad how a young nigga out here Tryin to do his thang mayne, you know, pimp thing Young player out here in these streets mayne Tryna make this shit happen dawg Young niggas ain't never understand How we stay so throwed in this hoe, nigga Niggas so throwed like we don   t know no better, nigga We disobedient, nigga Mama wanna grab the switch We like ""Fuck that, nigga, we out here, mayne"" Coming down, coming live",FALSE,Misogynistic
,Mac Miller,"See this a rather spooky action movie, roll it up and pass it to me Hash and booty, absolutely, smack a groupie acting bourgie See a creature, ass beauty, need a feature, rather shoot me Truly bitches must have them bad jeans and back is Coogi Had to do these rapper tunes to let 'em know the trap is booming Past the views of Catholic schoolers, fact, but you in fact assuming Back to doing cash pursuing, posted up like Patrick Ewing Rapper feuds are sad if you would battle for a stack or two These eloquent irrelevant sentences show my penmanship Indefinite boundaries show you the end of it Don't forget you infested in nasty crevices Allowing birds to fall to their death before they even fly He and I are not the same Doctor, doctor, please prescribe me something for the pain Money in machines, those will make you change If I go tomorrow, I just hope it ain't in vain, but I can't complain",TRUE,Misogynistic
,Chance The Rapper,Do-do-do-do-do-do-do Do-do-do-do-do-do-do Do-do-do-do-do-do-do Do-do-do-do-do Do-do-do-do-do-do-do Do-do-do-do-do-do-do Do-do-do-do-do-do-do Do-do-do-do-do,FALSE,Nonmisogynistic
,CunninLynguists,"Uh huh, word, uh huh word Yo, yo, check it out Cunninlynguists You know what I'm sayin'? Ya'll know how we do? I mean... you probably don't know how we do  ha  But you about to find out Like what? Like what? Like what? Yo... yo Like what? Like what? Check it. Uh huh... Trust me, we can make the scene turn ugly You hate me or you love me, trust me We can make the scene turn ugly You hate me or you love me We can make the scene turn ugly, trust me",FALSE,Misogynistic
,J Cole,"This is the girl of my dreams Yeah, and is she good as what she seems? Or am I lyin' to myself? Aye, should I try and get some help? This is the girl of my dreams Is she as good as what she seems? Or am I lyin' to myself? Aye, should I try and get some help?",FALSE,Misogynistic
,Scarface,This one for the homies and the thug niggas  uuuuugh  This one for the homies and the thug niggas  uuuuugh  This one for the homies and the thug niggas  uuuuugh  This one for the homies and the thug niggas  uuuuugh  This one for the homies and the thug niggas  uuuuugh  This one for the homies and the thug niggas,FALSE,Misogynistic
,Immortal Technique,"""It's liberty or it's death It's freedom for everybody or it's freedom for nobody!""  Hook  No matter what the fuck life throws at me I continue to make it through indefinitely Immortal Technique defeats the odds repetitively Until there ain't shit ahead of me competitively Surviving the tough times is imperative to me Looking at the whole world revolutionarily",FALSE,Misogynistic
,Immortal Technique,"Shady Records was eighty seconds away from the Towers Some cowards fucked with the wrong building They meant to hit ours Yeah, nigga.  Immortal Technique.  Metaphysics",FALSE,Nonmisogynistic
,Big L,"So put it on, Big L, put it on! C'mon, put it onnn, and onnn, and onnn! C'mon, put it on, Big L, put it on! C'mon, put it on, represent, put it on, C'MON!",FALSE,Nonmisogynistic
,Eazy-E,"I'm rollin' hard, now I'm under control Then wrapped my  -  around a telephone pole I looked at my car and I said ""Oh, brother."" I throw it in the gutter, and go buy another Walkin' home, I see the G ride Now Cat is drivin', Kilo on the side As they busted a U, they got pulled over An undercover cop in a dark green Nova Cat got beat for resistin' arrest He socked the pig in the head for rippin' his Guess Now G is caught for doin' the crime Fourth offense on the boy he'll do some time",FALSE,Misogynistic
,Pusha-T,"Never have I been locked up in a world of misery I need you darlin' to set me free Come back, baby, try me one more time Ooh, baby, I'm 'bout to go out of my mind I can't",FALSE,Nonmisogynistic
,Eminem,Here to stay Even when I'm gone When I close my eyes Through the passage of time Kings never die,FALSE,Nonmisogynistic
,Royce Da 59,"Okay now it's December   th, my day has gone great Kino booked me a show under contract to do that night I got a call from my girl's people saying she's in labor In the hospital right now,  th floor I get on the elevator, elevator stops on the  th floor Elevator opens up, my uncle's standing there crying Now I'm caught off guard, I'm like, ""What the fuck?""",FALSE,Misogynistic
,Logic,"Ayy man What's up, bro? Spiderman should be Black Yeah, I mean Spiderman should be Black Fuck yeah Yeah man Black Spiderman Black Superman Black Santa Claus Shit, Black Seinfeld Black Seinfeld? Nigga, that's Martin! Damn, you're right... Shit, I'm fuckin' high Hold up, let me get my mind Let me get my mind right Let me get my mind, let me get my mind right You know everything is alright You know everything is all",FALSE,Misogynistic
,Kendrick Lamar,"Lamar stated his views on police brutality With that line in the song, quote  ""And we hate the popo, wanna kill us in the street fo' sho'."" Oh please, ugh, I don't like it Fuck you, motherfucker, you a ho-ass nigga I don't know why you trying to go big, nigga, you ain't shit Walking around like you God's gift to Earth, nigga, you ain't shit You ain't even buy me no outfit for the fourth I need that Brazilian, wavy, twenty-eight inch, you playin' I shouldn't be fuckin' with you anyway I need a baller-ass, boss-ass nigga You's a off-brand-ass nigga, everybody know it Your homies know it, everybody fuckin' know Fuck you, nigga, don't call me no more You won't know, you gonna lose on a good bitch My other nigga is on, you off What the fuck is really going on?",TRUE,Misogynistic
,Kendrick Lamar,"K. Dot, you faded, hood? Yeah, we finally got that nigga faded I think he hit the wrong blunt though Ooh, which one? Well, which one he talkin' about? I was finna hit the one with the shenanigans in it I pray he ain't hit that Nah, that nigga straight, he ain't hit that one Got the shenanigans? Give that nigga the shenanigans! Nigga, I think we should push back to the city, fo' real doe Nigga, for what? What that nigga    what's that Jeezy song say, nigga? ""Last time I checked I was the man on these streets!"" Yeah, yeah, that shit right there I'm tryna be the nigga in the street There he go. Man, you don't even know how the shit go Look, here's the plan, luv We gon' use the kickback as a alibi, wait 'til the sun go down, roll out, complete the mission, drop K. Dot off at his mama van, at the park 'Cause I know he tryna fuck on Sherane tonight That's what he   s not gon' do Then we all gon' meet back at the block at about       That's straight, but we should meet up around    I'm tryna fuck on somethin' too Nigga, sit yo' dumb-ass back down! Nigga, you ain't doin' shit tonight! Matter of fact, nigga, get in the mothafuckin' car! We finna get active! Everybody put three fingers in the air The sky is falling, the wind is calling Stand for something, or die in the morning Section.  , HiiiPoWeR",FALSE,Misogynistic
,Bas,I'm here with you I'm here with you I'm here with you,FALSE,Nonmisogynistic
,Pusha-T,"The devil is a lie You ain't broke bread 'till you taste the devil's pie They say his laugh sounds like an angel when he cries What better camouflage when the halo's your disguise Them wings don't fly  your traitor is your neighbor At your front porch, and he's handing you your paper Bathrobe on, but the sword's underneath And he wanna see your blood as it pours in the street It's the mark of the beast The meek shall inherit the Earth  the weak shall inherit the dirt You each should have perished at birth, stillborn or aborted Every street tax gotta come with an audit Either your life, or your loved ones, straight razor or a snub-gun From the village where the thugs from Same corner that you copping all your drugs from He a hero, but he unsung, I'm the one",FALSE,Misogynistic
